voltage,current,frequency,breaker_status,transformer_temp,fault_cluster,fault_type,predicted_fault
265.77155478793526,16.564471850519737,49.559126445471826,0,62.248857533417095,0,Over/Under Voltage,Over/Under Voltage
210.66973362545065,33.67661899680877,49.894632869394016,1,53.40543530425944,2,Short Circuit,Short Circuit
216.25315967627571,33.79012187113851,50.008987831897635,0,66.73130363098325,2,Short Circuit,Short Circuit
258.88797308831187,26.526972261497022,49.79207903455295,1,61.30685361304306,0,Over/Under Voltage,Over/Under Voltage
212.92105663794894,31.340743486117603,50.51292405357545,1,55.43430108725419,2,Short Circuit,Short Circuit
253.3922119772383,25.85430902591975,49.901437840198696,0,59.912264147997774,0,Over/Under Voltage,Over/Under Voltage
238.48336250250978,32.268279392032795,50.0087231688799,1,56.460323794172965,1,Short Circuit,Short Circuit
222.37952143087912,29.70390177052828,49.41308040035276,0,63.874898580051926,1,Normal,Normal
212.05521828772322,22.04673322714595,49.01952157241205,1,63.69994477425687,2,Normal,Normal
249.93742885804056,31.685718091385475,50.16651303900034,0,62.517956416760086,0,Short Circuit,Short Circuit
233.60846826229147,44.81558508880028,49.99013733558391,1,59.89445526710371,1,Short Circuit,Short Circuit
223.9584319437234,20.324118798639624,49.859911287603936,0,64.8845972488853,1,Normal,Normal
222.73840420908653,16.760289400304075,50.18234808256687,0,65.06230696253301,1,Normal,Normal
231.65897709010585,39.57962659268781,49.690566161457355,0,57.94247275780666,1,Short Circuit,Short Circuit
220.3642689785151,40.66856373158216,49.42687030391905,0,62.70593357758398,1,Short Circuit,Short Circuit
199.6209987423643,27.23080804336904,50.284328141013866,0,58.553975141496856,2,Over/Under Voltage,Over/Under Voltage
212.72683400816004,31.192718966654994,49.82262600358099,0,60.43532626340416,2,Short Circuit,Short Circuit
235.75625807370906,23.313693479327952,50.37121398713677,1,58.97080833427293,1,Normal,Normal
229.20818782243782,27.942189651788613,49.4689446803419,0,67.25519032965043,1,Normal,Normal
231.89769860865238,34.661568655385665,49.64991166975016,1,57.53103177828524,1,Short Circuit,Short Circuit
221.9595907756137,38.47926152633268,50.27047839701261,0,55.27299175729124,1,Short Circuit,Short Circuit
218.98819167431984,-0.08766003372314657,49.981425450840476,0,54.03501005090922,1,Normal,Normal
205.10162740491094,26.536916638488186,50.38167246731051,0,52.945537134116535,2,Over/Under Voltage,Over/Under Voltage
226.27365511517016,19.50501327342124,49.880710823493175,1,65.92724176920737,1,Normal,Normal
222.1808868670439,19.45086130582405,48.94074530170039,1,63.40077559825711,1,Normal,Normal
222.94825794005817,20.622464680397947,49.67142408505462,0,60.969455452536444,1,Normal,Normal
245.26512411285356,16.264302278213815,49.85584093399288,0,63.40767703618769,0,Normal,Normal
215.0850144919106,22.752377291712882,50.68245345209311,1,62.10922608167077,2,Normal,Normal
231.65920447521745,23.297534282904216,49.735378564586306,1,64.3154885696249,1,Normal,Normal
228.59778080061355,19.211386937649714,50.394281612447564,1,64.2115027544758,1,Normal,Normal
255.2028725995899,31.66069533761868,49.293172099240714,0,60.60962511581912,0,Over/Under Voltage,Over/Under Voltage
198.31328744400062,17.528976640914173,49.932791916638415,1,72.88836829203396,2,Over/Under Voltage,Over/Under Voltage
235.78972442974145,33.53318878502988,49.74511631972183,1,57.22756571314874,1,Short Circuit,Short Circuit
206.09963624674964,38.59219465681578,50.192000105696664,1,52.433669916861945,2,Short Circuit,Short Circuit
253.39212049035586,32.65467253517217,49.89183384842311,1,64.16291977687226,0,Over/Under Voltage,Over/Under Voltage
197.62068864000182,29.50563933123265,49.761803809904656,1,60.197128223840444,2,Over/Under Voltage,Over/Under Voltage
240.93375168466966,20.440386448892824,50.31056388208828,1,70.81140210046735,0,Normal,Normal
250.0328262654819,42.307855282201885,49.82110087966913,1,51.47365460745467,0,Over/Under Voltage,Over/Under Voltage
191.5538756834658,38.60535458113468,50.12501663962879,1,59.09144812339647,2,Over/Under Voltage,Over/Under Voltage
210.86866000618642,28.483894435425483,50.13356171112669,1,62.53850447931849,2,Normal,Normal
242.29965301679724,42.560262736907035,49.53319604246944,0,56.55868380355415,0,Short Circuit,Short Circuit
235.09063118322968,25.951744834130473,49.37109893038762,1,57.26076863667241,1,Normal,Normal
196.89031407496404,33.909484330713234,49.211124257479455,0,60.720946971135774,2,Over/Under Voltage,Over/Under Voltage
263.47494826642196,32.29002196064195,49.914186930624886,1,66.46881967126538,0,Over/Under Voltage,Over/Under Voltage
229.07733596740857,31.872630780008226,50.28406660657692,0,62.359437313236,1,Short Circuit,Short Circuit
234.9918066166324,29.492240269101853,50.590407046769236,0,58.944396120039386,1,Normal,Normal
246.08140797171774,29.028414833444337,50.022133162646625,1,55.880372947356896,0,Normal,Normal
244.78612735420182,21.602544422883128,50.138521757786364,1,54.70232027888218,0,Normal,Normal
234.37092207167956,32.71423209594784,50.69491670827366,1,53.25726509155676,1,Short Circuit,Short Circuit
257.31945857446163,28.74424683875394,49.584815392074496,0,49.00430259608257,0,Over/Under Voltage,Over/Under Voltage
230.78346641595948,28.096728251699684,49.567250766264515,1,64.16405300529456,1,Normal,Normal
213.66507207519115,25.73948587908951,50.45263517922995,1,64.2304589957101,2,Normal,Normal
238.08362756794378,19.788250550080974,50.38000068451684,1,73.51666822457152,1,Normal,Normal
218.11679233466234,41.236667882763996,49.85001814934653,0,60.156334360580736,1,Short Circuit,Short Circuit
222.41929332451213,30.674438365189772,50.51234276655349,1,50.1158596395901,1,Short Circuit,Short Circuit
250.6606483872587,28.230190891252402,49.927522844973794,0,65.32967186953216,0,Over/Under Voltage,Over/Under Voltage
223.55858543815714,28.26906604675043,49.79311075792079,0,55.52868326693276,1,Normal,Normal
224.59500978249483,23.14354198034592,49.66061372918585,0,55.20161362895914,1,Normal,Normal
272.4703256083663,20.249188041186482,49.51366262207719,1,57.95903118298049,0,Over/Under Voltage,Over/Under Voltage
238.07324505044147,18.98518538987878,50.42536987253907,0,64.27606075192496,1,Normal,Normal
230.81597309524767,35.98511984710116,49.10719816948291,1,54.92626613627448,1,Short Circuit,Short Circuit
225.3165041693653,31.820420139011677,50.387673311338034,1,61.86881653304977,1,Short Circuit,Short Circuit
226.51261249532425,34.233764680394856,50.05265450283599,1,69.44049272378797,1,Short Circuit,Short Circuit
228.41540942990966,31.512909646539374,50.21136291076919,0,70.04104942359152,1,Short Circuit,Short Circuit
255.85546440364047,24.95713919476477,50.07718413766079,1,54.24235146797214,0,Over/Under Voltage,Over/Under Voltage
221.34140860534524,34.85897682704691,49.50679596640501,0,61.05798114848471,1,Short Circuit,Short Circuit
234.63415886190498,23.96220976983267,49.45478378390092,1,57.52693887136835,1,Normal,Normal
233.35594095635759,27.488976780172187,50.449539316327986,1,51.285033512000766,1,Normal,Normal
231.57757354032043,30.247768830180398,50.324011005136995,0,62.593589622144734,1,Normal,Normal
251.79468454111458,31.493192688097675,50.22724064128474,1,60.85166453458423,0,Over/Under Voltage,Over/Under Voltage
244.34255829084745,21.535042273338906,50.02480040468934,1,54.32626400556723,0,Normal,Normal
236.092426664283,30.50342327577401,50.20832451095711,1,57.56894805877418,1,Short Circuit,Short Circuit
220.70662791294566,35.37188440146287,49.19170078140634,0,56.31337639065814,1,Short Circuit,Short Circuit
212.76749675542612,30.65956942341974,49.82448930313624,0,57.87203800039439,2,Short Circuit,Short Circuit
228.56416138801902,21.358516676150156,50.17699818077402,0,63.45293313512146,1,Normal,Normal
209.102474107856,45.96711628514936,50.419719674401975,1,64.56204868030555,2,Short Circuit,Short Circuit
274.2426633146329,44.923929971563695,48.99219170541919,0,64.44708811235921,0,Over/Under Voltage,Over/Under Voltage
227.256561030844,21.894952127425412,49.26417098982328,0,58.55720586642111,1,Normal,Normal
230.72455427221848,27.873459972520727,49.84038276999486,1,62.93876316862118,1,Normal,Normal
211.32127355606696,32.1489531380929,49.41960722673118,1,71.23242460030224,2,Short Circuit,Short Circuit
270.68633206722035,36.20146953171319,49.257521243996074,0,55.61531059441208,0,Over/Under Voltage,Over/Under Voltage
221.00855838867088,19.297370596736037,49.661653428237955,1,55.16909931810587,1,Normal,Normal
242.21208839737906,47.05333499111265,50.01801069807514,1,70.09987130235976,0,Short Circuit,Short Circuit
206.2812364365903,22.350605130518815,49.146224379617536,0,61.8127000186416,2,Normal,Normal
206.0251772006378,24.263188899499532,50.513164537085956,0,61.3997076482671,2,Normal,Normal
256.3671941283791,41.91043026164948,50.26761348679386,1,56.21005862706564,0,Over/Under Voltage,Over/Under Voltage
227.68555429677673,33.98015369397769,51.236742676168504,0,56.49887373200713,1,Short Circuit,Short Circuit
235.12577831924565,27.781907131870227,48.9133170339146,1,59.972590711863084,1,Normal,Normal
210.65384578152742,23.537958094534968,50.942437031541225,1,64.42590110885695,2,Normal,Normal
210.1043626460097,35.00464197202769,51.20137662020739,1,61.17364356729053,2,Short Circuit,Short Circuit
227.8970203040623,35.914888516914374,49.606378327135126,0,51.35739815748235,1,Short Circuit,Short Circuit
230.3938835799563,37.79129879508758,49.34617480087916,0,63.76058310444412,1,Short Circuit,Short Circuit
264.859179915613,33.36964747336343,49.12097158831841,1,60.95525227893807,0,Over/Under Voltage,Over/Under Voltage
207.5415998954894,14.515320481878307,49.90371518758583,1,71.43742184416784,2,Normal,Normal
220.3957766073927,18.41388129646284,50.5534999957446,1,65.01468063331464,1,Normal,Normal
227.87235303873118,24.678335056649075,49.38014389142882,0,60.702159832399545,1,Normal,Normal
252.4699298657341,32.231268894939056,49.60215675658699,0,52.03312497242893,0,Over/Under Voltage,Over/Under Voltage
238.2629269098601,21.974711077404756,50.295127969884334,0,59.15036352823221,1,Normal,Normal
228.1746023924139,10.459770536502752,49.70445341860724,1,53.93347049633191,1,Normal,Normal
204.8933351484774,18.959969490932913,49.80026776001653,0,53.83998319913607,2,Over/Under Voltage,Over/Under Voltage
202.8341610201394,36.98400963892655,49.91973313252121,1,60.94633873658397,2,Over/Under Voltage,Over/Under Voltage
228.9624606629817,22.521324299473324,49.4597123673616,0,57.9105287013358,1,Normal,Normal
214.44291572515485,18.438960912510424,50.377644508531496,0,53.66481788336996,2,Normal,Normal
232.18027400581164,15.474308335892516,50.09388650710839,1,66.6801780776675,1,Normal,Normal
219.12905539179607,38.73288582511256,50.74048627802347,1,55.55309181918187,1,Short Circuit,Short Circuit
237.85713235413016,40.3130334544052,50.87435611792857,0,71.24578549562634,1,Short Circuit,Short Circuit
232.75106219184013,13.328188904324417,49.71469551844249,0,45.6892381007237,1,Normal,Normal
221.57422819772611,46.87673718966167,50.477889424653036,0,64.6748816921358,1,Short Circuit,Short Circuit
226.32982183292717,45.89333109111958,50.21956137488656,0,54.83077394195623,1,Short Circuit,Short Circuit
268.1935594693911,20.679272968818857,50.493829818715625,1,53.15325392840956,0,Over/Under Voltage,Over/Under Voltage
226.3150515760526,23.10286564106768,50.85190421078471,1,55.52944192293931,1,Normal,Normal
199.78776488273527,4.819370702776386,50.309210199946165,0,65.45051813985889,2,Over/Under Voltage,Over/Under Voltage
223.9804159645465,37.36626178175806,49.478805513612194,0,62.73212888900115,1,Short Circuit,Short Circuit
213.3980258726236,29.045048855844414,50.51970385668399,0,60.21948165900148,2,Normal,Normal
206.21031657265632,13.532433211146863,50.593933521447354,1,63.93598566152358,2,Normal,Normal
223.0742992231097,41.77377942591693,49.507898192074805,1,63.44547810022348,1,Short Circuit,Short Circuit
255.29889240785923,31.67486705527324,50.46670561620159,0,55.60383238735908,0,Over/Under Voltage,Over/Under Voltage
236.33915666987366,24.65815532605266,50.18408326003918,0,62.39609645476546,1,Normal,Normal
272.9585690114316,39.02056246130307,49.597919555335736,1,56.418159702284896,0,Over/Under Voltage,Over/Under Voltage
245.44609542315328,38.72935685639955,49.81462137254044,1,60.21578876835697,0,Short Circuit,Short Circuit
241.26929295753388,39.37955192022235,49.33528126678356,1,63.00898107568416,0,Short Circuit,Short Circuit
254.3546367901881,22.973497378305673,50.53695290937744,1,64.32846915556902,0,Over/Under Voltage,Over/Under Voltage
257.1393735815173,30.757177955473676,49.63331836942634,0,58.65409098055308,0,Over/Under Voltage,Over/Under Voltage
267.9708981702467,33.848430387195926,49.82027637066035,1,65.13494019850721,0,Over/Under Voltage,Over/Under Voltage
240.43855449744228,24.143464175432907,50.33992601245723,0,56.01091671637565,1,Normal,Normal
245.18968851076875,14.719181392763332,50.30657603033382,0,63.07805985861755,0,Normal,Normal
240.09760311446004,35.243418439303426,48.86319196757203,0,51.51485335579031,1,Short Circuit,Short Circuit
210.44791668120436,27.03511361029702,49.35894533858199,0,68.37675507965525,2,Normal,Normal
189.21217098060322,32.46351549963181,50.28823054923156,1,55.476109559902014,2,Over/Under Voltage,Over/Under Voltage
257.1939433666067,8.423644728583824,50.720411114424,0,64.71885158217475,0,Over/Under Voltage,Over/Under Voltage
224.14309936887878,13.007082696797742,49.52142291716832,0,60.11835589149415,1,Normal,Normal
264.6396331906029,47.72237956037846,50.43852221940349,0,58.918671164421276,0,Over/Under Voltage,Over/Under Voltage
201.37065203294827,25.942731228556326,50.13994331479329,1,60.78608291902023,2,Over/Under Voltage,Over/Under Voltage
245.41497819767025,37.189951809161585,50.72023280455954,1,59.97668334079526,0,Short Circuit,Short Circuit
227.63382968169145,52.304482596833864,49.75371127505262,1,68.41904925794117,1,Short Circuit,Short Circuit
236.65892466749708,43.8428474808376,49.551343300901465,1,54.19156035985482,1,Short Circuit,Short Circuit
224.49053024634708,41.891417841904286,50.060146868483855,1,44.084801984160755,1,Short Circuit,Short Circuit
245.2469634788455,46.417805610381805,50.311062786149925,0,58.16406149557352,0,Short Circuit,Short Circuit
208.46192647276627,36.37339736125136,49.57713820711702,0,56.23780281542315,2,Short Circuit,Short Circuit
202.99055435802632,14.765886176043146,50.19203909175943,1,59.57628662354697,2,Over/Under Voltage,Over/Under Voltage
249.44714727636767,40.25074589843598,49.561377950319205,1,62.1640038598647,0,Short Circuit,Short Circuit
221.66347792642244,18.666999427141402,50.2375736454028,1,58.84576130738818,1,Normal,Normal
241.8906677384703,33.913060404785064,49.99908228577972,1,64.19130676345377,0,Short Circuit,Short Circuit
235.47585136028144,24.47931235083983,50.397075592016435,1,60.26980852182097,1,Normal,Normal
234.38824109284835,20.190886253796258,49.57196832538482,1,60.214196757814626,1,Normal,Normal
257.80215925699,49.99535199254393,49.588041232826555,0,59.31378747861391,0,Over/Under Voltage,Over/Under Voltage
200.32303365063478,25.415023079808332,50.465538276327464,1,59.72444223556517,2,Over/Under Voltage,Over/Under Voltage
252.7151562416241,48.86342367243799,50.65313232617902,0,60.95701631551298,0,Over/Under Voltage,Over/Under Voltage
246.86398686570732,39.66456176475786,49.75995300154982,0,54.380683241932154,0,Short Circuit,Short Circuit
239.89927974682217,26.43700116035021,50.034430320492916,0,61.584508931268495,1,Normal,Normal
250.79199327859146,24.743463863718198,49.78561227033308,0,57.79856374630935,0,Over/Under Voltage,Over/Under Voltage
201.9326107566563,32.154118716172434,50.05097093280837,1,59.12695070507079,2,Over/Under Voltage,Over/Under Voltage
198.6356449056652,41.18281891240478,50.41259900274341,1,54.4610320916711,2,Over/Under Voltage,Over/Under Voltage
210.65125307217093,38.84645641966972,51.32608911791239,0,59.79840358767954,2,Short Circuit,Short Circuit
192.13870542755444,39.878698659191855,50.57695472792492,1,58.63665955117413,2,Over/Under Voltage,Over/Under Voltage
208.91909074426061,27.382626588697917,50.42355235505333,0,62.9687440653638,2,Normal,Normal
260.90008116473666,25.877274536523363,49.5964049463408,1,62.81620866153582,0,Over/Under Voltage,Over/Under Voltage
251.5180361967925,36.30545638368739,50.14301113064187,0,53.43754722494421,0,Over/Under Voltage,Over/Under Voltage
255.61506985297297,43.71160656631019,50.632203397790434,1,57.5051050667485,0,Over/Under Voltage,Over/Under Voltage
222.51403614978307,43.624490602351806,50.48121727070703,0,51.93856764355317,1,Short Circuit,Short Circuit
222.31192621347492,22.82243235832405,49.7578125145936,0,58.160493095442945,1,Normal,Normal
273.66404598600843,27.934044538788118,49.43334912229813,1,54.867112500025264,0,Over/Under Voltage,Over/Under Voltage
226.33007460993304,15.992689692592453,50.7318772171834,1,62.59504684426663,1,Normal,Normal
205.1432700940743,28.122256914439376,49.98831060992641,1,53.45496114296117,2,Over/Under Voltage,Over/Under Voltage
192.9653626164033,47.96922480481058,50.76715971405539,0,59.26718064924551,2,Over/Under Voltage,Over/Under Voltage
202.63485940980857,26.60753794624258,48.81729703524387,0,47.01342739029665,2,Over/Under Voltage,Over/Under Voltage
205.78390598339365,30.091390318463436,49.24454262002679,1,58.137207734767514,2,Normal,Normal
259.3969193200454,32.05425202195353,49.91437361932712,1,66.81539251437765,0,Over/Under Voltage,Over/Under Voltage
222.32213532460207,49.05312762728274,50.290230181807445,1,64.37285382868028,1,Short Circuit,Short Circuit
208.95595205133543,27.16446544433986,50.281893022639345,1,66.73834535509182,2,Normal,Normal
221.27755736763913,27.431224905708135,49.27533948538647,0,59.886369538880174,1,Normal,Normal
214.31380230012635,39.918838846269665,50.02390277410495,1,56.484582661748256,2,Short Circuit,Short Circuit
228.67076066618893,25.562089531482137,49.72246599786643,0,53.72673904484433,1,Normal,Normal
233.59664504808399,41.62413872846314,50.32891005097651,0,54.41072256043064,1,Short Circuit,Short Circuit
249.44168384835035,26.865593005495803,49.833195651316224,0,54.68876219532936,0,Normal,Normal
222.63207132923338,28.060897164960338,49.887302451802135,0,69.82373148489302,1,Normal,Normal
207.48124540383932,31.108821569360735,49.02534630132759,0,62.549063416935034,2,Short Circuit,Short Circuit
227.62354212881596,23.792624292135237,50.417662877293644,1,65.4286020632633,1,Normal,Normal
201.19125706627895,36.26462411819062,50.00687853709592,0,66.19139020738162,2,Over/Under Voltage,Over/Under Voltage
237.5673688130269,55.325201868502496,50.41589309326233,1,65.30032653823729,1,Short Circuit,Short Circuit
210.73580695271545,29.30723122896416,50.45038667664478,0,55.1704435797909,2,Normal,Normal
255.51626617519267,25.07374562637655,50.34041051145726,0,60.095657085131336,0,Over/Under Voltage,Over/Under Voltage
215.28209708376656,30.33515729024589,49.88211427831948,1,61.354735038896536,2,Normal,Normal
239.9036947403828,32.44927921588435,49.222426778974224,1,50.430933530028135,1,Short Circuit,Short Circuit
218.85809018183326,26.257676138729153,50.713991613346586,0,58.87053399370972,1,Normal,Normal
211.92578466525958,60.05677603801591,50.15270560584581,1,64.79525990781157,2,Short Circuit,Short Circuit
205.5790886496791,39.911819944212084,50.417044392498234,0,61.65631059660197,2,Short Circuit,Short Circuit
214.15714417147078,51.29852131265454,50.01582923279457,1,60.7851338863119,2,Short Circuit,Short Circuit
264.2291123009199,31.259797068592384,49.34010549286974,1,66.21375642345828,0,Over/Under Voltage,Over/Under Voltage
240.33495347353366,40.76838532442305,50.01537881265019,1,68.57191521371593,1,Short Circuit,Short Circuit
215.39309740794988,28.916716491247975,50.51611612090061,0,63.090334969486186,2,Normal,Normal
248.54692214845574,28.497383756316236,49.691805577565525,0,54.088779768464164,0,Normal,Normal
195.0678004617092,24.61505740764921,50.50699377101969,0,65.36894614744539,2,Over/Under Voltage,Over/Under Voltage
261.2871528124236,18.53022243391542,50.39818455971253,1,57.995725020929385,0,Over/Under Voltage,Over/Under Voltage
251.02678184775613,37.46035873388563,50.25191197191568,0,55.37063277826323,0,Over/Under Voltage,Over/Under Voltage
202.64065421359828,21.902413834430206,50.11595652950423,0,58.56286603930574,2,Over/Under Voltage,Over/Under Voltage
220.78694869802433,17.660832101362892,50.22359389655585,0,55.40278903955909,1,Normal,Normal
224.98791195849577,27.53745160146616,50.9983199952329,1,55.586288264323855,1,Normal,Normal
161.87784072673284,32.21261106940199,48.94674724205398,1,64.85818330523688,2,Over/Under Voltage,Over/Under Voltage
207.51919373770892,26.527273557224756,49.86536382756422,0,58.75413334971423,2,Normal,Normal
237.14439470576937,16.64978713598226,50.55754123368806,0,59.93080025394999,1,Normal,Normal
249.2688349550139,35.595337687317596,50.008789292043005,1,60.58167234805003,0,Short Circuit,Short Circuit
230.6721471859941,41.17652342059114,50.296908001005924,0,61.349625092033,1,Short Circuit,Short Circuit
227.45616861831263,45.988884143120536,50.130470215116055,1,58.63478509150423,1,Short Circuit,Short Circuit
217.4172589072556,27.366429330674322,49.91872577108755,1,60.413090648424046,1,Normal,Normal
283.6873271380958,32.43210917006188,50.2977859906781,0,61.666166501222456,0,Over/Under Voltage,Over/Under Voltage
218.3237643844349,13.599557520375594,50.95372460966124,1,56.415086596598016,1,Normal,Normal
242.37057608050338,16.090298632131997,50.50047072913074,1,57.17227526082741,0,Normal,Normal
239.5978390638138,23.817824896306778,49.720491883131764,1,62.12165633095728,1,Normal,Normal
202.06370676723964,23.326276725397953,49.95633489098341,1,65.18649308655665,2,Over/Under Voltage,Over/Under Voltage
215.92123914775604,29.46497767991528,49.12157980754993,1,65.81113573437864,2,Normal,Normal
238.7189026599571,33.01908765165986,50.422842516843595,1,59.73840086996642,1,Short Circuit,Short Circuit
270.51319476363994,36.660424074903005,50.048884436977204,0,57.97404944458345,0,Over/Under Voltage,Over/Under Voltage
255.7763863997281,33.58115996475374,50.708162173274324,0,57.75557953240876,0,Over/Under Voltage,Over/Under Voltage
207.64622842844275,50.00109182577732,48.965746553535055,1,64.14263908504873,2,Short Circuit,Short Circuit
226.9098632899461,13.834005628544261,50.24088996359749,0,63.85909404775012,1,Normal,Normal
236.3005817895729,23.505724520952583,49.7631657084485,1,53.4815589364834,1,Normal,Normal
227.75642694620726,23.195914592370638,49.8229578670086,1,61.64031340431595,1,Normal,Normal
229.50710734290024,28.0489529190602,49.870917630364026,0,60.56507624193093,1,Normal,Normal
202.97585464870258,18.726465728413775,50.12929703479006,0,63.64908728926216,2,Over/Under Voltage,Over/Under Voltage
245.5045844281589,32.13432660572541,50.031145921592945,1,66.07816558853801,0,Short Circuit,Short Circuit
